Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf YTD,Perf Year,Perf 3Y,Perf 5Y,Perf 10Y,Volatility W,Volatility M,Avg Volume,Rel Volume,Price_perf,Change_perf,Volume_perf,SCORE
NTCT,Netscout Systems Inc,Technology,Software - Infrastructure,USA,2009999999.9999998,22.63,27.81,0.0076,562449.0,0.0194,0.0168,0.048600000000000004,0.2983,0.0277,0.2443,-12.13%,-8.73%,1.61%,0.0252,0.027200000000000002,514919.99999999994,1.09,27.81,0.0076,562449.0,36
STNE,StoneCo Ltd,Technology,Software - Infrastructure,Cayman Islands,4380000000.0,,16.14,-0.0347,8764514.0,0.009399999999999999,0.0717,-0.1532,0.26289999999999997,0.0913,0.8195999999999999,44.24%,-78.71%,-,0.0438,0.041100000000000005,6700000.0,1.31,16.14,-0.0347,8764514.0,36
TRNO,Terreno Realty Corp,Real Estate,REIT - Industrial,USA,6360000000.0,19.62,61.54,0.0016,776348.0,-0.0155,0.0296,0.0558,0.109,0.0482,-0.0535,-1.34%,8.04%,186.55%,0.0259,0.0209,724200.0,1.07,61.54,0.0016,776348.0,35
NMRK,Newmark Group Inc,Real Estate,Real Estate Services,USA,3220000000.0,30.84,17.83,0.0068000000000000005,1101156.0,0.0433,0.0183,-0.0424,0.1753,0.028300000000000002,0.2846,106.60%,139.97%,-,0.029500000000000002,0.0353,1110000.0,0.99,17.83,0.0068000000000000005,1101156.0,35
BBIO,BridgeBio Pharma Inc,Healthcare,Biotechnology,USA,14890000000.0,,77.27,-0.0231,2302022.0,-0.0077,0.023700000000000002,0.15990000000000001,0.6347,0.0102,1.1193,744.48%,17.45%,-,0.032400000000000005,0.0438,2350000.0,0.98,77.27,-0.0231,2302022.0,34
HI,Hillenbrand Inc,Industrials,Specialty Industrial Machinery,USA,2250000000.0,52.47,31.91,0.0006,912318.0,0.0006,0.005699999999999999,0.0121,0.5408,0.006,-0.0545,-30.11%,-27.16%,21.28%,0.0017000000000000001,0.0019,880360.0,1.04,31.91,0.0006,912318.0,34
KRG,Kite Realty Group Trust,Real Estate,REIT - Retail,USA,5090000000.0,208.99,23.49,0.0095,1840758.0,0.0151,-0.0183,0.062,0.0751,-0.014199999999999999,0.0172,13.12%,38.92%,-6.53%,0.020499999999999997,0.0191,1880000.0,0.98,23.49,0.0095,1840758.0,33
FLR,Fluor Corporation,Industrials,Engineering & Construction,USA,7450000000.0,2.35,46.19,-0.016399999999999998,2271589.0,0.0134,0.1462,-0.0633,-0.1864,0.1655,-0.0397,24.70%,137.60%,7.69%,0.0336,0.0319,2990000.0,0.76,46.19,-0.016399999999999998,2271589.0,33
NOVT,Novanta Inc,Technology,Scientific & Technical Instruments,USA,4810000000.0,91.98,134.54,-0.04190000000000001,344955.0,-0.024300000000000002,0.1131,0.0461,0.09359999999999999,0.1307,-0.0894,-13.33%,2.72%,972.89%,0.039599999999999996,0.045599999999999995,634830.0,0.54,134.54,-0.04190000000000001,344955.0,32
CURB,Curbline Properties Corp,Real Estate,REIT - Retail,USA,2560000000.0,61.7,24.25,0.0113,699003.0,0.01,0.0408,0.0189,0.0987,0.044800000000000006,-0.012199999999999999,-,-,-,0.019,0.020099999999999996,746660.0,0.94,24.25,0.0113,699003.0,31
GLNG,Golar Lng,Energy,Oil & Gas Midstream,Bermuda,4250000000.0,,40.59,-0.0098,874841.0,0.0032,0.0885,-0.0015,-0.0138,0.0908,0.019799999999999998,73.17%,267.83%,125.63%,0.0285,0.0252,1170000.0,0.75,40.59,-0.0098,874841.0,30
RNA,Avidity Biosciences Inc,Healthcare,Biotechnology,USA,10940000000.0,,72.57,0.0,1266235.0,-0.0004,0.0058,0.04190000000000001,0.9768000000000001,0.0060999999999999995,1.2734999999999999,217.73%,183.37%,-,0.0022,0.0024,2880000.0,0.44,72.57,0.0,1266235.0,29
PRDO,Perdoceo Education Corporation,Consumer Defensive,Education & Training Services,USA,2060000000.0,13.69,32.03,0.008199999999999999,483910.0,-0.0006,0.07339999999999999,-0.0753,0.11289999999999999,0.09210000000000002,0.1366,116.42%,154.61%,953.62%,0.0317,0.0288,706380.0,0.69,32.03,0.008199999999999999,483910.0,29
UE,Urban Edge Properties,Real Estate,REIT - Retail,USA,2580000000.0,22.16,19.43,0.012,849229.0,0.015700000000000002,0.0031,-0.015700000000000002,-0.0147,0.0125,-0.0447,26.59%,31.99%,-14.20%,0.0229,0.021,836350.0,1.02,19.43,0.012,849229.0,29
CRVS,Corvus Pharmaceuticals Inc,Healthcare,Biotechnology,USA,1730000000.0,,20.7,-0.0115,2425683.0,-0.1753,1.7637,1.6953,3.964,1.6883000000000001,3.0748,2477.83%,422.73%,-,0.1024,0.1235,3380000.0,0.72,20.7,-0.0115,2425683.0,26
ALMS,Alumis Inc,Healthcare,Biotechnology,USA,3060000000.0,,24.51,-0.0868,1889924.0,-0.0004,1.4808000000000001,4.2038,4.9203,1.5112999999999999,2.7533999999999996,-,-,-,0.0929,0.1114,2850000.0,0.66,24.51,-0.0868,1889924.0,24
APPS,Digital Turbine Inc,Technology,Software - Application,USA,585420000.0,,5.22,-0.0351,2788824.0,-0.0095,0.035699999999999996,-0.1661,-0.042199999999999994,0.044000000000000004,1.1306,-68.15%,-91.93%,378.90%,0.0654,0.0693,3150000.0,0.88,5.22,-0.0351,2788824.0,19
ADTN,ADTRAN Holdings Inc,Technology,Communication Equipment,USA,738670000.0,,9.22,-0.016,1415682.0,-0.0346,0.0418,-0.0916,-0.0075,0.061,-0.0611,-48.58%,-47.37%,-51.06%,0.0361,0.0416,1460000.0,0.97,9.22,-0.016,1415682.0,19
RUN,Sunrun Inc,Technology,Solar,USA,4410000000.0,,19.0,-0.0385,7738854.0,-0.0256,-0.004699999999999999,-0.0557,0.8519,0.0326,1.0234,-21.68%,-75.83%,116.15%,0.08689999999999999,0.076,7620000.0,1.02,19.0,-0.0385,7738854.0,17
